AAR,BYDEL,ALDER,CIVST,KOEN,PERSONER
2012,6,79,F,1,8
2012,6,79,F,2,17
2012,6,79,G,1,17
2012,6,79,G,2,22
2012,6,79,U,1,8
2012,6,79,U,2,5
2012,6,80,E,1,14
2012,6,80,E,2,53
2012,6,80,F,1,9
2012,6,80,F,2,20
2012,6,80,G,1,25
2012,6,80,G,2,17
2012,6,80,U,1,3
2012,6,80,U,2,10
2012,6,81,E,1,10
2012,6,81,E,2,37
2012,6,81,F,1,8
2012,6,81,F,2,16
2012,6,81,G,1,31
2012,6,81,G,2,17
2012,6,81,U,1,1
2012,6,81,U,2,4
2012,6,82,E,1,9
2012,6,82,E,2,55
2012,6,82,F,1,3
2012,6,82,F,2,14
2012,6,82,G,1,23
2012,6,82,G,2,15
2012,6,82,U,1,2
2012,6,82,U,2,7
2012,6,83,E,1,11
2012,6,83,E,2,46
2012,6,83,F,1,6
2012,6,83,F,2,13
2012,6,83,G,1,21
2012,6,83,G,2,17
2012,6,83,U,1,2
2012,6,83,U,2,5
2012,6,84,E,1,7
2012,6,84,E,2,45
2012,6,84,F,1,1
2012,6,84,F,2,10
2012,6,84,G,1,16
2012,6,84,G,2,10
2012,6,84,U,1,3
2012,6,84,U,2,8
2012,6,85,E,1,9
2012,6,85,E,2,41
2012,6,85,F,1,3
2012,6,85,F,2,13
2012,6,85,G,1,10
2012,6,85,G,2,12
2012,6,85,U,1,1
2012,6,85,U,2,9
2012,6,86,E,1,7
2012,6,86,E,2,49
2012,6,86,F,1,2
2012,6,86,F,2,9
2012,6,86,G,1,19
2012,6,86,G,2,7
2012,6,86,U,1,2
2012,6,86,U,2,4
2012,6,87,E,1,8
2012,6,87,E,2,44
2012,6,87,F,2,9
2012,6,87,G,1,20
2012,6,87,G,2,8
2012,6,87,U,1,2
2012,6,87,U,2,4
2012,6,88,E,1,7
2012,6,88,E,2,47
2012,6,88,F,1,1
2012,6,88,F,2,12
2012,6,88,G,1,6
2012,6,88,G,2,12
2012,6,88,U,1,2
2012,6,88,U,2,6
2012,6,89,E,1,16
2012,6,89,E,2,35
2012,6,89,F,1,1
2012,6,89,F,2,10
2012,6,89,G,1,14
2012,6,89,G,2,4
2012,6,89,U,2,6
2012,6,90,E,1,7
2012,6,90,E,2,47
2012,6,90,F,1,1
2012,6,90,F,2,9
2012,6,90,G,1,5
2012,6,90,G,2,9
2012,6,90,U,2,4
2012,6,91,E,1,6
2012,6,91,E,2,52
2012,6,91,F,2,8
2012,6,91,G,1,3
2012,6,91,G,2,2
2012,6,91,U,2,5
2012,6,92,E,1,4
2012,6,92,E,2,22
2012,6,92,F,2,5
2012,6,92,G,1,4
2012,6,92,G,2,2
2012,6,92,U,1,1
2012,6,92,U,2,5
2012,6,93,E,1,4
2012,6,93,E,2,30
2012,6,93,F,2,2
2012,6,93,G,1,1
2012,6,93,G,2,2
2012,6,93,U,2,2
2012,6,94,E,1,3
2012,6,94,E,2,17
2012,6,94,F,2,3
2012,6,94,G,2,1
2012,6,94,U,2,2
2012,6,95,E,1,2
2012,6,95,E,2,16
2012,6,95,F,2,3
2012,6,95,G,1,1
2012,6,95,U,1,1
2012,6,95,U,2,1
2012,6,96,E,1,1
2012,6,96,E,2,9
2012,6,96,F,2,2
2012,6,96,G,1,2
2012,6,96,G,2,1
2012,6,97,E,1,1
2012,6,97,E,2,12
2012,6,97,F,1,1
2012,6,97,U,2,2
2012,6,98,E,1,1
2012,6,98,E,2,5
2012,6,98,G,1,1
2012,6,98,U,2,2
2012,6,99,E,1,1
2012,6,99,E,2,4
2012,6,99,F,2,1
2012,6,99,G,2,1
2012,6,99,U,2,1
2012,6,100,E,1,1
2012,6,100,E,2,3
2012,6,100,F,2,1
2012,6,100,U,2,1
2012,6,101,U,2,1
2012,6,102,E,1,1
2012,6,102,E,2,1
2012,6,103,E,2,1
2012,6,104,F,2,1
2012,7,0,U,1,322
2012,7,0,U,2,299
2012,7,1,U,1,304
2012,7,1,U,2,301
2012,7,2,U,1,290
2012,7,2,U,2,332
2012,7,3,U,1,298
2012,7,3,U,2,281
2012,7,4,U,1,322
2012,7,4,U,2,302
2012,7,5,U,1,306
2012,7,5,U,2,287
2012,7,6,U,1,256
2012,7,6,U,2,293
2012,7,7,U,1,285
2012,7,7,U,2,257
2012,7,8,U,1,292
2012,7,8,U,2,265
2012,7,9,U,1,259
2012,7,9,U,2,252
2012,7,10,U,1,247
2012,7,10,U,2,242
2012,7,11,U,1,257
2012,7,11,U,2,234
2012,7,12,U,1,247
2012,7,12,U,2,258
2012,7,13,U,1,228
2012,7,13,U,2,236
2012,7,14,U,1,244
2012,7,14,U,2,238
2012,7,15,U,1,262
2012,7,15,U,2,232
2012,7,16,U,1,233
2012,7,16,U,2,224
2012,7,17,U,1,242
2012,7,17,U,2,245
2012,7,18,G,2,2
2012,7,18,U,1,250
2012,7,18,U,2,250
2012,7,19,G,1,1
2012,7,19,G,2,5
2012,7,19,U,1,262
2012,7,19,U,2,267
2012,7,20,G,1,4
2012,7,20,G,2,12
2012,7,20,U,1,289
2012,7,20,U,2,271
2012,7,21,G,1,5
2012,7,21,G,2,16
2012,7,21,U,1,316
2012,7,21,U,2,302
2012,7,22,F,2,2
2012,7,22,G,1,8
2012,7,22,G,2,27
2012,7,22,U,1,293
2012,7,22,U,2,270
2012,7,23,F,2,1
2012,7,23,G,1,11
2012,7,23,G,2,29
2012,7,23,U,1,283
2012,7,23,U,2,257
2012,7,24,E,2,1
2012,7,24,G,1,18
2012,7,24,G,2,50
2012,7,24,U,1,260
2012,7,24,U,2,226
2012,7,25,F,1,2
2012,7,25,F,2,5
2012,7,25,G,1,25
2012,7,25,G,2,67
2012,7,25,U,1,259
2012,7,25,U,2,224
2012,7,26,E,2,1
2012,7,26,F,1,1
2012,7,26,F,2,9
2012,7,26,G,1,44
2012,7,26,G,2,72
2012,7,26,U,1,225
2012,7,26,U,2,221
2012,7,27,E,1,1
2012,7,27,F,1,4
2012,7,27,F,2,5
2012,7,27,G,1,53
2012,7,27,G,2,86
2012,7,27,U,1,237
2012,7,27,U,2,170
2012,7,28,F,1,3
2012,7,28,F,2,8
2012,7,28,G,1,66
2012,7,28,G,2,92
2012,7,28,U,1,221
2012,7,28,U,2,164
2012,7,29,E,2,1
2012,7,29,F,1,6
2012,7,29,F,2,11
2012,7,29,G,1,97
2012,7,29,G,2,86
2012,7,29,U,1,193
2012,7,29,U,2,150
2012,7,30,E,2,2
2012,7,30,F,1,5
2012,7,30,F,2,10
2012,7,30,G,1,90
2012,7,30,G,2,124
2012,7,30,U,1,179
2012,7,30,U,2,141
2012,7,31,F,1,5
2012,7,31,F,2,22
2012,7,31,G,1,103
2012,7,31,G,2,154
2012,7,31,U,1,198
2012,7,31,U,2,124
2012,7,32,E,2,1
2012,7,32,F,1,10
2012,7,32,F,2,30
2012,7,32,G,1,125
2012,7,32,G,2,144
2012,7,32,U,1,160
2012,7,32,U,2,121
2012,7,33,E,2,1
2012,7,33,F,1,15
2012,7,33,F,2,27
2012,7,33,G,1,133
2012,7,33,G,2,145
2012,7,33,U,1,154
2012,7,33,U,2,98
2012,7,34,E,2,3
2012,7,34,F,1,11
2012,7,34,F,2,35
2012,7,34,G,1,154
2012,7,34,G,2,178
2012,7,34,U,1,130
2012,7,34,U,2,67
2012,7,35,E,2,1
2012,7,35,F,1,25
2012,7,35,F,2,23
2012,7,35,G,1,161
2012,7,35,G,2,211
2012,7,35,U,1,130
2012,7,35,U,2,101
2012,7,36,E,1,1
2012,7,36,E,2,2
2012,7,36,F,1,22
2012,7,36,F,2,34
2012,7,36,G,1,164
2012,7,36,G,2,205
2012,7,36,U,1,138
2012,7,36,U,2,103
2012,7,37,F,1,22
2012,7,37,F,2,45
2012,7,37,G,1,165
2012,7,37,G,2,182
2012,7,37,U,1,113
2012,7,37,U,2,104
2012,7,38,E,2,3
2012,7,38,F,1,29
2012,7,38,F,2,38
2012,7,38,G,1,166
2012,7,38,G,2,181
2012,7,38,U,1,135
2012,7,38,U,2,91
2012,7,39,E,2,3
2012,7,39,F,1,33
2012,7,39,F,2,47
2012,7,39,G,1,165
2012,7,39,G,2,209
2012,7,39,U,1,97
2012,7,39,U,2,66
2012,7,40,E,1,1
2012,7,40,E,2,4
2012,7,40,F,1,25
2012,7,40,F,2,44
2012,7,40,G,1,200
2012,7,40,G,2,156
2012,7,40,U,1,81
2012,7,40,U,2,73
2012,7,41,E,1,1
2012,7,41,E,2,4
2012,7,41,F,1,29
2012,7,41,F,2,49
2012,7,41,G,1,166
2012,7,41,G,2,173
2012,7,41,U,1,92
2012,7,41,U,2,47
2012,7,42,E,1,1
2012,7,42,E,2,2
2012,7,42,F,1,43
2012,7,42,F,2,47
2012,7,42,G,1,171
2012,7,42,G,2,163
2012,7,42,U,1,78
2012,7,42,U,2,57
2012,7,43,E,1,1
2012,7,43,E,2,1
2012,7,43,F,1,36
2012,7,43,F,2,43
2012,7,43,G,1,157
2012,7,43,G,2,170
2012,7,43,U,1,85
2012,7,43,U,2,67
2012,7,44,E,2,5
2012,7,44,F,1,37
2012,7,44,F,2,52
2012,7,44,G,1,164
2012,7,44,G,2,155
2012,7,44,U,1,99
2012,7,44,U,2,73
2012,7,45,E,1,1
2012,7,45,E,2,4
2012,7,45,F,1,49
2012,7,45,F,2,60
2012,7,45,G,1,176
2012,7,45,G,2,150
2012,7,45,U,1,95
2012,7,45,U,2,56
2012,7,46,E,1,1
2012,7,46,E,2,4
2012,7,46,F,1,47
2012,7,46,F,2,65
2012,7,46,G,1,179
2012,7,46,G,2,157
2012,7,46,U,1,76
2012,7,46,U,2,81
2012,7,47,E,1,2
2012,7,47,E,2,4
2012,7,47,F,1,44
2012,7,47,F,2,62
2012,7,47,G,1,216
2012,7,47,G,2,150
2012,7,47,U,1,86
2012,7,47,U,2,54
2012,7,48,E,1,2
2012,7,48,E,2,2
2012,7,48,F,1,48
2012,7,48,F,2,58
2012,7,48,G,1,175
2012,7,48,G,2,163
2012,7,48,U,1,83
2012,7,48,U,2,60
2012,7,49,E,1,3
2012,7,49,E,2,4
2012,7,49,F,1,51
2012,7,49,F,2,59
2012,7,49,G,1,149
2012,7,49,G,2,171
2012,7,49,U,1,93
2012,7,49,U,2,58
2012,7,50,E,1,1
2012,7,50,E,2,8
2012,7,50,F,1,43
2012,7,50,F,2,56
2012,7,50,G,1,149
2012,7,50,G,2,147
2012,7,50,U,1,80
2012,7,50,U,2,51
2012,7,51,E,2,4
2012,7,51,F,1,35
2012,7,51,F,2,45
2012,7,51,G,1,146
2012,7,51,G,2,168
2012,7,51,U,1,58
2012,7,51,U,2,52
2012,7,52,E,1,2
2012,7,52,E,2,2
2012,7,52,F,1,46
2012,7,52,F,2,57
2012,7,52,G,1,167
2012,7,52,G,2,155
2012,7,52,U,1,56
2012,7,52,U,2,51
2012,7,53,E,1,4
2012,7,53,E,2,7
2012,7,53,F,1,37
2012,7,53,F,2,44
2012,7,53,G,1,140
2012,7,53,G,2,130
2012,7,53,U,1,58
2012,7,53,U,2,44
2012,7,54,E,1,7
2012,7,54,E,2,7
2012,7,54,F,1,44
2012,7,54,F,2,46
2012,7,54,G,1,130
2012,7,54,G,2,143
2012,7,54,U,1,57
2012,7,54,U,2,48
2012,7,55,E,1,2
2012,7,55,E,2,15
2012,7,55,F,1,46
2012,7,55,F,2,58
2012,7,55,G,1,165
2012,7,55,G,2,138
2012,7,55,U,1,55
2012,7,55,U,2,28
2012,7,56,E,1,5
2012,7,56,E,2,9
2012,7,56,F,1,56
2012,7,56,F,2,48
2012,7,56,G,1,145
2012,7,56,G,2,141
2012,7,56,U,1,44
2012,7,56,U,2,32
2012,7,57,E,1,5
2012,7,57,E,2,10
2012,7,57,F,1,42
2012,7,57,F,2,41
2012,7,57,G,1,145
2012,7,57,G,2,136
2012,7,57,U,1,49
2012,7,57,U,2,32
2012,7,58,E,1,4
2012,7,58,E,2,16
2012,7,58,F,1,39
2012,7,58,F,2,69
2012,7,58,G,1,149
2012,7,58,G,2,146
2012,7,58,U,1,46
2012,7,58,U,2,34
2012,7,59,E,1,4
2012,7,59,E,2,13
2012,7,59,F,1,38
2012,7,59,F,2,60
2012,7,59,G,1,152
2012,7,59,G,2,132
2012,7,59,U,1,43
2012,7,59,U,2,38
2012,7,60,E,1,5
2012,7,60,E,2,10
2012,7,60,F,1,41
2012,7,60,F,2,60
2012,7,60,G,1,137
2012,7,60,G,2,112
2012,7,60,U,1,48
2012,7,60,U,2,25
2012,7,61,E,1,2
2012,7,61,E,2,14
2012,7,61,F,1,52
2012,7,61,F,2,67
2012,7,61,G,1,127
2012,7,61,G,2,116
2012,7,61,U,1,32
2012,7,61,U,2,31
2012,7,62,E,1,1
2012,7,62,E,2,18
2012,7,62,F,1,47
2012,7,62,F,2,52
2012,7,62,G,1,133
2012,7,62,G,2,97
2012,7,62,U,1,29
2012,7,62,U,2,25
2012,7,63,E,1,8
2012,7,63,E,2,21
2012,7,63,F,1,42
2012,7,63,F,2,52
2012,7,63,G,1,131
2012,7,63,G,2,122
2012,7,63,U,1,31
2012,7,63,U,2,23
2012,7,64,E,1,6
2012,7,64,E,2,34
2012,7,64,F,1,44
2012,7,64,F,2,52
2012,7,64,G,1,151
2012,7,64,G,2,108
2012,7,64,U,1,26
2012,7,64,U,2,18
2012,7,65,E,1,10
2012,7,65,E,2,22
2012,7,65,F,1,43
2012,7,65,F,2,56
2012,7,65,G,1,114
2012,7,65,G,2,109
2012,7,65,U,1,21
2012,7,65,U,2,17
2012,7,66,E,1,8
2012,7,66,E,2,27
2012,7,66,F,1,50
2012,7,66,F,2,49
2012,7,66,G,1,122
2012,7,66,G,2,104
2012,7,66,U,1,18
2012,7,66,U,2,17
2012,7,67,E,1,8
2012,7,67,E,2,26
2012,7,67,F,1,57
2012,7,67,F,2,57
2012,7,67,G,1,99
2012,7,67,G,2,81
2012,7,67,U,1,23
2012,7,67,U,2,21
2012,7,68,E,1,9
2012,7,68,E,2,30
2012,7,68,F,1,30
2012,7,68,F,2,46
2012,7,68,G,1,105
2012,7,68,G,2,75
2012,7,68,U,1,21
2012,7,68,U,2,8
2012,7,69,E,1,11
2012,7,69,E,2,36
2012,7,69,F,1,28
2012,7,69,F,2,51
2012,7,69,G,1,80
2012,7,69,G,2,73
2012,7,69,U,1,16
2012,7,69,U,2,15
2012,7,70,E,1,8
2012,7,70,E,2,20
2012,7,70,F,1,19
2012,7,70,F,2,37
2012,7,70,G,1,64
2012,7,70,G,2,69
2012,7,70,U,1,8
2012,7,70,U,2,16
2012,7,71,E,1,9
2012,7,71,E,2,35
2012,7,71,F,1,23
2012,7,71,F,2,35
2012,7,71,G,1,68
2012,7,71,G,2,55
2012,7,71,U,1,12
2012,7,71,U,2,11
2012,7,72,E,1,12
2012,7,72,E,2,36
2012,7,72,F,1,21
2012,7,72,F,2,30
2012,7,72,G,1,70
2012,7,72,G,2,49
2012,7,72,U,1,15
2012,7,72,U,2,10
2012,7,73,E,1,9
2012,7,73,E,2,36
2012,7,73,F,1,18
2012,7,73,F,2,30
2012,7,73,G,1,67
2012,7,73,G,2,44
2012,7,73,U,1,13
2012,7,73,U,2,11
2012,7,74,E,1,7
2012,7,74,E,2,36
2012,7,74,F,1,23
2012,7,74,F,2,28
2012,7,74,G,1,48
2012,7,74,G,2,43
2012,7,74,U,1,9
2012,7,74,U,2,4
2012,7,75,E,1,8
2012,7,75,E,2,55
2012,7,75,F,1,19
2012,7,75,F,2,27
2012,7,75,G,1,45
2012,7,75,G,2,36
2012,7,75,U,1,12
2012,7,75,U,2,7
2012,7,76,E,1,12
2012,7,76,E,2,33
2012,7,76,F,1,11
2012,7,76,F,2,28
2012,7,76,G,1,56
2012,7,76,G,2,46
2012,7,76,U,1,6
2012,7,76,U,2,4
2012,7,77,E,1,13
2012,7,77,E,2,43
2012,7,77,F,1,9
2012,7,77,F,2,25
2012,7,77,G,1,30
2012,7,77,G,2,33
2012,7,77,U,1,7
2012,7,77,U,2,6
2012,7,78,E,1,9
2012,7,78,E,2,50
2012,7,78,F,1,14
2012,7,78,F,2,25
2012,7,78,G,1,43
2012,7,78,G,2,31
2012,7,78,U,1,4
2012,7,78,U,2,7
2012,7,79,E,1,18
2012,7,79,E,2,53
2012,7,79,F,1,8
2012,7,79,F,2,17
2012,7,79,G,1,43
2012,7,79,G,2,32
2012,7,79,U,1,4
2012,7,79,U,2,12
2012,7,80,E,1,11
2012,7,80,E,2,64
2012,7,80,F,1,9
2012,7,80,F,2,19
2012,7,80,G,1,36
2012,7,80,G,2,22
2012,7,80,U,1,4
2012,7,80,U,2,6
2012,7,81,E,1,23
2012,7,81,E,2,66
2012,7,81,F,1,3
2012,7,81,F,2,10
2012,7,81,G,1,22
2012,7,81,G,2,34
2012,7,81,U,1,3
2012,7,81,U,2,6
2012,7,82,E,1,14
2012,7,82,E,2,58
2012,7,82,F,1,5
2012,7,82,F,2,18
2012,7,82,G,1,30
2012,7,82,G,2,25
2012,7,82,U,1,4
2012,7,82,U,2,7
2012,7,83,E,1,17
2012,7,83,E,2,66
2012,7,83,F,1,4
2012,7,83,F,2,11
2012,7,83,G,1,30
2012,7,83,G,2,22
2012,7,83,U,1,5
2012,7,83,U,2,9
2012,7,84,E,1,6
2012,7,84,E,2,69
2012,7,84,F,1,3
2012,7,84,F,2,15
2012,7,84,G,1,29
2012,7,84,G,2,20
2012,7,84,U,1,7
2012,7,84,U,2,3
2012,7,85,E,1,19
2012,7,85,E,2,71
2012,7,85,F,1,3
2012,7,85,F,2,13
2012,7,85,G,1,21
2012,7,85,G,2,13
2012,7,85,U,1,3
2012,7,85,U,2,6
2012,7,86,E,1,14
2012,7,86,E,2,64
2012,7,86,F,2,9
2012,7,86,G,1,25
2012,7,86,G,2,14
2012,7,86,U,1,3
2012,7,86,U,2,4
2012,7,87,E,1,12
2012,7,87,E,2,50
2012,7,87,F,1,5
2012,7,87,F,2,13
2012,7,87,G,1,24
2012,7,87,G,2,14
2012,7,87,U,1,1
2012,7,87,U,2,8
2012,7,88,E,1,15
2012,7,88,E,2,69
2012,7,88,F,1,3
2012,7,88,F,2,13
2012,7,88,G,1,17
2012,7,88,G,2,8
2012,7,88,U,1,3
2012,7,88,U,2,5
2012,7,89,E,1,16
2012,7,89,E,2,55
2012,7,89,F,1,2
2012,7,89,F,2,12
2012,7,89,G,1,13
2012,7,89,G,2,3
2012,7,89,U,2,5
2012,7,90,E,1,13
2012,7,90,E,2,53
2012,7,90,F,1,4
2012,7,90,F,2,14
2012,7,90,G,1,12
2012,7,90,G,2,6
2012,7,90,U,2,6
2012,7,91,E,1,6
2012,7,91,E,2,51
2012,7,91,F,1,1
2012,7,91,F,2,6
2012,7,91,G,1,4
2012,7,91,G,2,4
2012,7,91,U,1,1
2012,7,91,U,2,2
2012,7,92,E,1,7
2012,7,92,E,2,46
2012,7,92,F,1,2
2012,7,92,F,2,2
2012,7,92,G,1,5
2012,7,92,G,2,1
2012,7,92,U,1,1
2012,7,93,E,1,2
2012,7,93,E,2,36
2012,7,93,F,2,7
2012,7,93,G,1,4
2012,7,93,G,2,1
2012,7,93,U,2,5
2012,7,94,E,1,1
2012,7,94,E,2,29
2012,7,94,F,1,1
2012,7,94,F,2,3
2012,7,94,G,1,2
2012,7,94,G,2,1
2012,7,94,U,2,4
2012,7,95,E,1,2
2012,7,95,E,2,27
2012,7,95,F,1,1
2012,7,95,F,2,1
2012,7,95,G,1,1
2012,7,95,G,2,1
2012,7,95,U,2,3
2012,7,96,E,1,3
2012,7,96,E,2,15
2012,7,96,F,2,2
2012,7,97,E,1,5
2012,7,97,E,2,13
2012,7,97,F,2,1
2012,7,97,G,2,1
2012,7,97,U,1,1
2012,7,98,E,1,1
2012,7,98,E,2,6
2012,7,98,U,2,2
2012,7,99,E,2,4
2012,7,99,G,1,2
2012,7,99,G,2,1
2012,7,100,E,2,3
2012,7,100,U,2,1
2012,7,101,E,2,3
2012,7,101,F,2,1
2012,7,102,E,2,3
2012,7,103,E,2,1
2012,8,0,U,1,404
2012,8,0,U,2,375
2012,8,1,U,1,368
2012,8,1,U,2,337
2012,8,2,U,1,289
2012,8,2,U,2,273
2012,8,3,U,1,332
2012,8,3,U,2,243
2012,8,4,U,1,244
2012,8,4,U,2,235
2012,8,5,U,1,213
2012,8,5,U,2,217
2012,8,6,U,1,203
2012,8,6,U,2,193
2012,8,7,U,1,185
2012,8,7,U,2,186
2012,8,8,U,1,186
2012,8,8,U,2,182
2012,8,9,U,1,184
2012,8,9,U,2,186
2012,8,10,U,1,216
2012,8,10,U,2,188
2012,8,11,U,1,192
2012,8,11,U,2,184
2012,8,12,U,1,188
2012,8,12,U,2,161
2012,8,13,U,1,131
2012,8,13,U,2,153
2012,8,14,U,1,171
2012,8,14,U,2,157
2012,8,15,U,1,172
2012,8,15,U,2,155
2012,8,16,U,1,166
2012,8,16,U,2,164
2012,8,17,U,1,169
2012,8,17,U,2,195
2012,8,18,U,1,192
2012,8,18,U,2,201
2012,8,19,F,2,1
2012,8,19,G,2,4
2012,8,19,U,1,308
2012,8,19,U,2,282
2012,8,20,G,1,1
2012,8,20,G,2,14
2012,8,20,U,1,413
2012,8,20,U,2,527
2012,8,21,F,1,1
2012,8,21,G,1,5
2012,8,21,G,2,20
2012,8,21,U,1,567
2012,8,21,U,2,752
2012,8,22,F,1,2
2012,8,22,F,2,2
2012,8,22,G,1,8
2012,8,22,G,2,27
2012,8,22,U,1,681
2012,8,22,U,2,807
2012,8,23,F,2,6
2012,8,23,G,1,23
2012,8,23,G,2,50
2012,8,23,U,1,692
2012,8,23,U,2,776
2012,8,24,F,1,3
2012,8,24,F,2,2
2012,8,24,G,1,21
2012,8,24,G,2,67
2012,8,24,U,1,656
2012,8,24,U,2,736
2012,8,25,F,1,8
2012,8,25,F,2,5
2012,8,25,G,1,43
2012,8,25,G,2,97
2012,8,25,U,1,672
2012,8,25,U,2,657
2012,8,26,F,1,5
2012,8,26,F,2,6
2012,8,26,G,1,56
2012,8,26,G,2,116
2012,8,26,U,1,711
2012,8,26,U,2,680
2012,8,27,E,2,1
2012,8,27,F,1,5
2012,8,27,F,2,9
2012,8,27,G,1,92
2012,8,27,G,2,144
2012,8,27,U,1,648
2012,8,27,U,2,598
2012,8,28,F,1,5
2012,8,28,F,2,8
2012,8,28,G,1,95
2012,8,28,G,2,160
2012,8,28,U,1,569
2012,8,28,U,2,514
2012,8,29,F,1,12
2012,8,29,F,2,16
2012,8,29,G,1,120
2012,8,29,G,2,172
2012,8,29,U,1,587
2012,8,29,U,2,479
2012,8,30,F,1,11
2012,8,30,F,2,20
2012,8,30,G,1,149
2012,8,30,G,2,167
2012,8,30,U,1,486
2012,8,30,U,2,388
2012,8,31,F,1,7
2012,8,31,F,2,27
2012,8,31,G,1,161
2012,8,31,G,2,154
2012,8,31,U,1,466
2012,8,31,U,2,345
2012,8,32,E,2,1
2012,8,32,F,1,18
2012,8,32,F,2,28
2012,8,32,G,1,167
2012,8,32,G,2,186
2012,8,32,U,1,448
2012,8,32,U,2,342
2012,8,33,E,1,1
2012,8,33,F,1,22
2012,8,33,F,2,36
2012,8,33,G,1,147
2012,8,33,G,2,189
2012,8,33,U,1,377
2012,8,33,U,2,277
2012,8,34,F,1,20
2012,8,34,F,2,45
2012,8,34,G,1,158
2012,8,34,G,2,170
2012,8,34,U,1,341
2012,8,34,U,2,232
2012,8,35,E,2,2
2012,8,35,F,1,28
2012,8,35,F,2,38
2012,8,35,G,1,163
2012,8,35,G,2,158
2012,8,35,U,1,293
2012,8,35,U,2,174
2012,8,36,E,2,1
2012,8,36,F,1,31
2012,8,36,F,2,38
2012,8,36,G,1,158
2012,8,36,G,2,145
2012,8,36,U,1,264
2012,8,36,U,2,190
2012,8,37,E,2,1
2012,8,37,F,1,42
2012,8,37,F,2,53
2012,8,37,G,1,154
2012,8,37,G,2,145
2012,8,37,U,1,244
2012,8,37,U,2,161
2012,8,38,E,2,1
2012,8,38,F,1,48
2012,8,38,F,2,47
2012,8,38,G,1,152
2012,8,38,G,2,137
2012,8,38,U,1,228
2012,8,38,U,2,143
2012,8,39,E,2,4
2012,8,39,F,1,54
2012,8,39,F,2,58
2012,8,39,G,1,137
2012,8,39,G,2,144
2012,8,39,U,1,201
2012,8,39,U,2,115
2012,8,40,E,1,1
2012,8,40,E,2,2
2012,8,40,F,1,56
2012,8,40,F,2,54
2012,8,40,G,1,149
2012,8,40,G,2,102
2012,8,40,U,1,186
2012,8,40,U,2,130
2012,8,41,E,2,2
2012,8,41,F,1,53
2012,8,41,F,2,52
2012,8,41,G,1,153
2012,8,41,G,2,132
2012,8,41,U,1,161
2012,8,41,U,2,99
2012,8,42,F,1,51
2012,8,42,F,2,44
2012,8,42,G,1,154
2012,8,42,G,2,110
2012,8,42,U,1,132
2012,8,42,U,2,85
2012,8,43,E,1,1
2012,8,43,E,2,3
2012,8,43,F,1,79
2012,8,43,F,2,50
2012,8,43,G,1,148
2012,8,43,G,2,98
2012,8,43,U,1,121
2012,8,43,U,2,78
2012,8,44,E,1,3
2012,8,44,E,2,1
2012,8,44,F,1,80
2012,8,44,F,2,65
2012,8,44,G,1,129
2012,8,44,G,2,97
2012,8,44,U,1,141
2012,8,44,U,2,101
2012,8,45,E,1,5
2012,8,45,E,2,4
2012,8,45,F,1,83
2012,8,45,F,2,67
2012,8,45,G,1,144
2012,8,45,G,2,107
2012,8,45,U,1,170
2012,8,45,U,2,111
2012,8,46,E,1,4
2012,8,46,E,2,3
2012,8,46,F,1,88
2012,8,46,F,2,79
2012,8,46,G,1,131
2012,8,46,G,2,91
2012,8,46,U,1,141
2012,8,46,U,2,85
2012,8,47,E,1,4
2012,8,47,E,2,4
2012,8,47,F,1,67
2012,8,47,F,2,82
2012,8,47,G,1,127
2012,8,47,G,2,93
2012,8,47,U,1,137
2012,8,47,U,2,67
2012,8,48,E,1,2
2012,8,48,E,2,12
2012,8,48,F,1,82
2012,8,48,F,2,78
2012,8,48,G,1,108
2012,8,48,G,2,96
2012,8,48,U,1,134
2012,8,48,U,2,70
2012,8,49,E,1,2
2012,8,49,E,2,8
2012,8,49,F,1,58
2012,8,49,F,2,59
2012,8,49,G,1,130
2012,8,49,G,2,91
2012,8,49,U,1,92
2012,8,49,U,2,64
2012,8,50,E,2,3
2012,8,50,F,1,55
2012,8,50,F,2,64
2012,8,50,G,1,113
2012,8,50,G,2,82
2012,8,50,U,1,103
2012,8,50,U,2,71
2012,8,51,E,1,6
2012,8,51,E,2,9
2012,8,51,F,1,65
2012,8,51,F,2,47
2012,8,51,G,1,107
2012,8,51,G,2,98
2012,8,51,U,1,121
2012,8,51,U,2,69
2012,8,52,E,1,5
2012,8,52,E,2,6
2012,8,52,F,1,69
2012,8,52,F,2,67
2012,8,52,G,1,96
2012,8,52,G,2,74
2012,8,52,U,1,103
2012,8,52,U,2,54
2012,8,53,E,1,3
2012,8,53,E,2,8
2012,8,53,F,1,71
2012,8,53,F,2,56
2012,8,53,G,1,112
2012,8,53,G,2,101
2012,8,53,U,1,106
2012,8,53,U,2,45
2012,8,54,E,1,2
2012,8,54,E,2,9
2012,8,54,F,1,62
2012,8,54,F,2,61
2012,8,54,G,1,103
2012,8,54,G,2,79
2012,8,54,U,1,94
2012,8,54,U,2,48
2012,8,55,E,1,3
2012,8,55,E,2,9
2012,8,55,F,1,53
2012,8,55,F,2,62
2012,8,55,G,1,79
2012,8,55,G,2,79
2012,8,55,U,1,74
2012,8,55,U,2,47
2012,8,56,E,1,3
2012,8,56,E,2,9
2012,8,56,F,1,53
2012,8,56,F,2,66
2012,8,56,G,1,92
2012,8,56,G,2,92
2012,8,56,U,1,90
2012,8,56,U,2,65
2012,8,57,E,1,2
2012,8,57,E,2,12
